"ID","MonthlyIncome"
1145,5840.06808546084
1146,5883.00299003491
1147,5404.78093232435
1148,2561.58455556832
1149,2838.89735852669
1150,6274.09181713581
1151,2569.90229867353
1152,5641.01746563886
1153,6021.04586897362
1154,2344.23750150119
1155,6192.22794865657
1156,12260.9833488314
1157,2667.18627575905
1158,6087.31152228619
1159,2638.36983849424
1160,5961.64310764836
1161,2666.8666603232
1162,8978.86291004012
1163,2397.96498749146
1164,9080.68326942498
1165,2514.28950983104
1166,2031.03516882708
1167,9593.65920707154
1168,5867.70998221005
1169,2791.94433368592
1170,2747.91209734122
